Category,Sl.No.,Ministry/Department,Scheme,"Actuals 2021-2022 Revenue
",Actuals 2021-2022 Capital,Actuals 2021-2022 Total,Budget Estimates 2022-2023 Revenue,Budget Estimates 2022-2023 Capital,Budget Estimates 2022-2023 Total,Revised Estimates2022-2023 Revenue,Revised Estimates 2022-2023 Revenue,Revised Estimates2022-2023 Total,Budget Estimates2023-2024 Revenue,Budget Estimates2023-2024 Capital,Budget Estimates2023-2024 Total
Demand No. 78,549,"Ministry of Ports, Shipping and Waterways",IWAI Projects,76.5,0,76.5,76.5,0,76.5,0,0,0,0,0,0
Demand No. 78,550,"Ministry of Ports, Shipping and Waterways",Actual Recoveries,-53.56,0,-53.56,0,0,0,0,0,0,0,0,0
Demand No. 79,551,Ministry of Power,Energy Conservation Schemes,40,0,40,60,0,60,30,0,30,30.9,0,30.9
Demand No. 79,552,Ministry of Power,Deen Dayal Upadhyaya Gram Jyoti Yojna,4655.23,0,4655.23,0,0,0,0,0,0,0,0,0
Demand No. 79,553,Ministry of Power,Integrated Power Development Scheme,5670.15,2798.49,8468.64,0,0,0,0,0,0,0,0,0
Demand No. 79,554,Ministry of Power,Strengthening of Power Systems,3277.25,18.16,3295.41,2962.62,13.11,2975.73,2730.05,13.11,2743.16,2901.62,1,2902.62
Demand No. 79,555,Ministry of Power,Power System Development Fund,771.71,0,771.71,604.48,0,604.48,800,0,800,1000,0,1000
Demand No. 79,556,Ministry of Power,Reform Linked Distribution Scheme,814,0,814,7565.59,0,7565.59,6000,0,6000,12071.6,0,12071.6
Demand No. 79,557,Ministry of Power,Scheme for Promoting Energy Efficiency activities in different sectors of Indian Economy,0,0,0,0,0,0,0,0,0,103.8,0,103.8
Demand No. 85,558,Ministry of Railways,Transfer to Central Road and Infrastructure Fund,0,59700,59700,NA,52700,52700,0,0,0,0,12049.7,12049.7
Demand No. 85,559,Ministry of Railways,Transfer to National Investment Fund,0,36800,36800,NA,50000,50000,0,35000.02,35000.02,0,29434.99,29434.99
Demand No. 85,560,Ministry of Railways,New Lines,0,20783.9,20783.9,NA,25243,25243,0,24914.07,24914.07,0,31850,31850
Demand No. 85,561,Ministry of Railways,Gauge Conversion,0,2343.47,2343.47,NA,2850,2850,0,3220,3220,0,4600,4600
Demand No. 85,562,Ministry of Railways,Doubling,0,8681.95,8681.95,NA,12108.08,12108.08,0,24092.66,24092.66,0,30749.4,30749.4
Demand No. 85,563,Ministry of Railways,Computerisation,0,317.83,317.83,NA,470,470,0,462.16,462.16,0,425,425
Demand No. 85,564,Ministry of Railways,Traffic Facilities - Yard Remodelling and Others,0,1830.47,1830.47,NA,2045,2045,0,2240,2240,0,6715,6715
Demand No. 85,565,Ministry of Railways,Railway Research,0,30.82,30.82,NA,51.05,51.05,0,107,107,0,61.5,61.5
Demand No. 85,566,Ministry of Railways,Rolling Stock,0,13492.54,13492.54,NA,7977.84,7977.84,0,15157.86,15157.86,0,37581,37581
Demand No. 85,567,Ministry of Railways,Leased assets - Payment of Capital Component,0,14580.8,14580.8,NA,22188,22188,0,18898,18898,0,22228.57,22228.57
Demand No. 85,568,Ministry of Railways,Road Safety Works - Level Crossings,0,450.36,450.36,NA,1000,1000,0,750,750,0,700,700
Demand No. 85,569,Ministry of Railways,Road Safety Works - Road Over/Under Bridges,0,4225.24,4225.24,NA,6500,6500,0,6000,6000,0,7400,7400
Demand No. 85,570,Ministry of Railways,Track Renewals,0,16557.88,16557.88,NA,13335.47,13335.47,0,15388.05,15388.05,0,17296.84,17296.84
Demand No. 85,571,Ministry of Railways,"Bridge Works, Turnnel Works and Approaches",0,1302.18,1302.18,NA,940,940,0,1215,1215,0,1255,1255
Demand No. 85,572,Ministry of Railways,Signalling and Telecom,0,2145.07,2145.07,NA,2500,2500,0,2428.37,2428.37,0,4198.22,4198.22
Demand No. 85,573,Ministry of Railways,Electrification Projects,0,0.37,0.37,0,0,0,0,214.22,214.22,0,8070,8070
Demand No. 85,574,Ministry of Railways,Other Electrical Works,0,628.21,628.21,0,650,650,0,676.17,676.17,0,1650,1650
Demand No. 85,575,Ministry of Railways,Machinery and Plant,0,898.18,898.18,0,600,600,0,537.91,537.91,0,740,740
Demand No. 85,576,Ministry of Railways,Workshop Including Production Units,0,2669.86,2669.86,0,2045,2045,0,2670.96,2670.96,0,4600.5,4600.5
Demand No. 85,577,Ministry of Railways,Staff Welfare,0,473.35,473.35,0,495,495,0,462.56,462.56,0,628.82,628.82
Demand No. 85,578,Ministry of Railways,Customer Amenities,0,1995.75,1995.75,0,2700,2700,0,3824.2,3824.2,0,13355,13355
Demand No. 85,579,Ministry of Railways,Investment in PSU/JV/SPV etc.,0,25750.57,25750.57,0,38686.59,38686.59,0,28980.87,28980.87,0,34353.55,34353.55
Demand No. 85,580,Ministry of Railways,Other Specified Works,0,543.02,543.02,0,740,740,0,856.82,856.82,0,1300,1300
Demand No. 85,581,Ministry of Railways,Training/Human Resource Development,0,76.13,76.13,0,335,335,0,154,154,0,305,305
Demand No. 85,582,Ministry of Railways,Stores Suspense,0,17874.22,17874.22,0,20880.32,20880.32,0,21527.64,21527.64,0,29512.87,29512.87
Demand No. 85,583,Ministry of Railways,Manufacturing Suspense,0,37550.34,37550.34,0,47065.22,47065.22,0,46744.86,46744.86,0,55855.18,55855.18
Demand No. 85,584,Ministry of Railways,Miscellaneous Advances,0,1869.26,1869.26,0,1082.13,1082.13,0,1039.23,1039.23,0,1304.93,1304.93
Demand No. 85,585,Ministry of Railways,Metropolitan Transportation Projects,0,2524.31,2524.31,0,2000,2000,0,1838,1838,0,2450,2450
Demand No. 85,586,Ministry of Railways,Transfer to Rashtirya Rail Sanraksha Kosh,0,25000,25000,0,12000,12000,0,10000,10000,0,10000,10000
Demand No. 85,587,Ministry of Railways,Transfer to Railway Safety Fund,0,10600,10600,0,0,0,0,35000,35000,0,45000,45000
Demand No. 85,588,Ministry of Railways,Sovereign Green Fund,0,0,0,0,0,0,0,10239,10239,0,12479,12479
Demand No. 85,589,Ministry of Railways,Amount met from,0,-194425.54,-194425.54,NA,-192087.7,-192087.7,0,-155539.63,-155539.63,0,-188150.07,-188150.07
Demand No. 86,590,Ministry of Road Transport and Highways,National Highways Authority of India,0,57080.64,57080.64,NA,134015,134015,0,141605.62,141605.62,0,162207,162207
Demand No. 86,591,Ministry of Road Transport and Highways,Road Works,9949.89,56287.09,66236.98,10872.48,53695.38,64567.86,10314.57,64669.7,74984.27,11349.05,96364.33,107713.38
Demand No. 86,592,Ministry of Road Transport and Highways,Works Financed from  PBFF,0,0,0,NA,5.62,5.62,0,0,0,0,0,0
Demand No. 86,593,Ministry of Road Transport and Highways,"Research, Training, Studies and Other Road Safety Schemes",158.41,5,163.41,328,28,356,246,27.5,273.5,300,30,330
Demand No. 86,594,Ministry of Road Transport and Highways,Actual Recoveries,0,-61.13,-61.13,0,0,0,0,0,0,0,0,0
Demand No. 87,595,Department of Rural Development,Management Support to Rural Development Programs and Strengthening of District Planning Process,99.35,0,99.35,212.19,0,212.19,126.22,0,126.22,113.49,0,113.49
Demand No. 87,596,Department of Rural Development,Socio-Economic and Caste Census Survey,0,0,0,0.01,0,0.01,0,0,0,0,0,0
Demand No. 87,597,Department of Rural Development,Grants to National Institute of Rural Development,105.48,0,105.48,0,0,0,0,0,0,0,0,0
Demand No. 88,598,Department of Land Resources,Land Records Modernization Programme,250.02,0,250.02,239.25,0,239.25,239.25,0,239.25,195.75,0,195.75
Demand No. 89,599,Department of Science and Technology,Science and Technology Institutional and Human Capacity Building,914.79,0,914.79,1128,0,1128,836.8,0,836.8,1068.4,0,1068.4
Demand No. 89,600,Department of Science and Technology,Research and Development,451.55,0,451.55,604.03,0,604.03,250,0,250,592,0,592
Demand No. 89,601,Department of Science and Technology,"Innovation, Technology Development and Deployment",680.97,0,680.97,812.52,0,812.52,538.2,0,538.2,536.6,0,536.6
Demand No. 89,602,Department of Science and Technology,National Mission on Interdisciplinary Cyber Physical Systems,0,0,0,350,0,350,300,0,300,580,0,580
Demand No. 90,603,Department of Biotechnology,Biotechnology Research and Development,1424.66,0,1424.66,1315,0,1315,1000,0,1000,1345,0,1345
Demand No. 90,604,Department of Biotechnology,Industrial and Entrepreneurship Development,706.43,0,706.43,365,0,365,250,0,250,300,0,300
Demand No. 91,605,Department of Scientific and Industrial Research,Industrial Research and Development,18.53,0.6,19.13,27,2,29,27,2,29,21.1,2.2,23.3
Demand No. 91,606,Department of Scientific and Industrial Research,Assistance to PSEs for Other Scientific Research Schemes,11,0,11,10,0,10,13.18,1.5,14.68,15.53,6.2,21.73
Demand No. 92,607,Ministry of Skill Development and Entrepreneurship,Skill India Programme,0,0,0,0,0,0,0,0,0,2278.37,0,2278.37
Demand No. 93,608,Department of Social Justice and Empowerment,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,271.2,0,271.2,364,0,364,344,0,344,371,0,371
Demand No. 93,609,Department of Social Justice and Empowerment,Scheme of Residential Education for Students in High School in Targeted Area (SRESHTA) for SCs,38.03,0,38.03,89,0,89,89,0,89,104.65,0,104.65
Demand No. 93,610,Department of Social Justice and Empowerment,Vanchit Ikai Samooh aur Vargon ki Arthik Sahayata (VISVAS) Yojana,0,0,0,80,0,80,0.02,0,0.02,0.02,0,0.02
Demand No. 93,611,Department of Social Justice and Empowerment,Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM DAKSH) Yojana,68.23,0,68.23,84,0,84,84,0,84,92.47,0,92.47
Demand No. 93,612,Department of Social Justice and Empowerment,Venture Capital Fund for SCs and OBCs,0,90,90,NA,110,110,0,110,110,0,92,92
Demand No. 93,613,Department of Social Justice and Empowerment,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for OBCs and EBCs,82.25,0,82.25,80,0,80,80,0,80,86,0,86
Demand No. 93,614,Department of Social Justice and Empowerment,Scheme for Economic Empowerment of DNT/NT/SNTs (SEED),0.21,0,0.21,28,0,28,28,0,28,40.4,0,40.4
Demand No. 93,615,Department of Social Justice and Empowerment,Support for Marginalized Individuals for Livelihood & Enterprise (SMILE),1.96,0,1.96,45,0,45,45,0,45,72.91,0,72.91
Demand No. 93,616,Department of Social Justice and Empowerment,Self Employment Scheme for Rehabilitation of Manual Scavengers,39,0,39,70,0,70,70,0,70,0,0,0
Demand No. 93,617,Department of Social Justice and Empowerment,"Information, Monitoring, Evaluation and Social Audit",17.82,0,17.82,19.5,0,19.5,19.5,0,19.5,20,0,20
Demand No. 93,618,Department of Social Justice and Empowerment,National Action for Mechanised Sanitation Ecosystem (NAMASTE),0,0,0,0,0,0,0,0,0,97.41,0,97.41
Demand No. 93,619,Department of Social Justice and Empowerment,Development Action Plan for SCs (DAPSC),0,0,0,0,0,0,950,0,950,0,0,0
Demand No. 94,620,Department of Empowerment of Persons with Disabilities,Assistance to Disabled Persons for Purchase/Fitting of Aids and Applicances,198.7,0,198.7,235,0,235,230,0,230,245,0,245
Demand No. 94,621,Department of Empowerment of Persons with Disabilities,Deendayal Disabled Rehabilitation Scheme,100.89,0,100.89,125,0,125,105,0,105,130,0,130
Demand No. 94,622,Department of Empowerment of Persons with Disabilities,Support of National Trust,28.14,0,28.14,35,0,35,0,0,0,0,0,0
Demand No. 94,623,Department of Empowerment of Persons with Disabilities,Scheme for implementation of Persons with Disability Act,108.44,0,108.44,240.39,0,240.39,100,0,100,150,0,150
Demand No. 94,624,Department of Empowerment of Persons with Disabilities,Scholarship for Students with Disabilidties,120.32,0,120.32,105,0,105,145,0,145,155,0,155
Demand No. 95,625,Department of Space,Space Technology,3517.43,5356.2,8873.63,3843.73,6690.77,10534.5,3878.72,4048.08,7926.8,4034.01,5406.65,9440.66
Demand No. 95,626,Department of Space,Space Applications,973.8,229.82,1203.62,1119.07,363.73,1482.8,1034.03,249.2,1283.23,1084.55,474.4,1558.95
Demand No. 95,627,Department of Space,Space Sciences,78.7,111.66,190.36,128.25,77.86,206.11,71.83,45.17,117,92.49,46.31,138.8
Demand No. 95,628,Department of Space,INSAT Satellite Systems,39.33,305.64,344.97,102.65,315.94,418.59,254.35,197.75,452.1,171,360,531
Demand No. 96,629,Ministry of Statistics and Programme Implementation,Member of Parliament Local Area Development Scheme (MPLAD),1732.12,0,1732.12,3965,0,3965,3965,0,3965,3958.5,0,3958.5
Demand No. 96,630,Ministry of Statistics and Programme Implementation,Capacity Development (CD),233.2,8.51,241.71,542.1,20,562.1,335.77,11.73,347.5,567.75,32.25,600
Demand No. 96,631,Ministry of Statistics and Programme Implementation,National programme for improving Quality of Statistics in India,0,0,0,0.01,0,0.01,0,0,0,0,0,0
Demand No. 97,632,Ministry of Steel,Scheme for Promotion of Research and Development in Iron and Steel sector,4.81,0,4.81,4.49,0,4.49,4.49,0,4.49,10,0,10
Demand No. 97,633,Ministry of Steel,Flagging of Merchant Ships in India,1.32,0,1.32,0,0,0,12,0,12,14,0,14
Demand No. 98,634,Ministry of Textiles,Amended Technology Upgradation Fund Scheme(ATUFS),625.31,0,625.31,650,0,650,650,0,650,900,0,900
Demand No. 98,635,Ministry of Textiles,Procurement of Cotton by Cotton Corporation under Price Support Scheme,8331.96,0,8331.96,9243.09,0,9243.09,780.71,0,780.71,0.01,0,0.01
Demand No. 98,636,Ministry of Textiles,National Handloom Development Programme,167.4,19.88,187.28,200,0,200,156,0,156,200,0,200
Demand No. 98,637,Ministry of Textiles,Handloom Weaver Comprehensive Welfare Scheme (HWCWS),0.49,0,0.49,0,0,0,0,0,0,0,0,0
Demand No. 98,638,Ministry of Textiles,Yarn Supply Scheme,89.53,0,89.53,0,0,0,0,0,0,0,0,0
Demand No. 98,639,Ministry of Textiles,Trade Facilitation Centre and Crafts Museum,0.03,0,0.03,0,0,0,0,0,0,0,0,0
Demand No. 98,640,Ministry of Textiles,Handloom Cluster Development Program - Handloom Mega Cluster,4.82,0,4.82,0,0,0,0,0,0,0,0,0
Demand No. 98,641,Ministry of Textiles,Weavers Service Centre,47.57,0,47.57,0,0,0,0,0,0,0,0,0
Demand No. 98,642,Ministry of Textiles,Other Handloom Schemes,31.21,0,31.21,0,0,0,0,0,0,0,0,0
Demand No. 98,643,Ministry of Textiles,National Handicrafts Development Programme (NHDP),0,0,0,195,5,200,184.61,6.5,191.11,237.33,1,238.33
Demand No. 98,644,Ministry of Textiles,Training and Extension,13.39,0,13.39,0,0,0,0,0,0,0,0,0
Demand No. 98,645,Ministry of Textiles,Design and Technical Upgradation Scheme,49.73,0,49.73,0,0,0,0,0,0,0,0,0
Demand No. 98,646,Ministry of Textiles,Ambedkar Hasthshilp Vikas Yojana,34.28,0,34.28,0,0,0,0,0,0,0,0,0
Demand No. 98,647,Ministry of Textiles,Marketing Support and Services,38.18,0,38.18,0,0,0,0,0,0,0,0,0
Demand No. 98,648,Ministry of Textiles,Handicrafts Artisans comprehensive welfare scheme,13.2,0,13.2,0,0,0,0,0,0,0,0,0
Demand No. 98,649,Ministry of Textiles,Research and Development - Handicrafts,7.19,0,7.19,0,0,0,0,0,0,0,0,0
Demand No. 98,650,Ministry of Textiles,Human Resource Development- Handicrafts,19.75,0,19.75,0,0,0,0,0,0,0,0,0
Demand No. 98,651,Ministry of Textiles,Infrastructure and Technology Development Scheme,15.47,24.78,40.25,0,0,0,0,0,0,0,0,0
Demand No. 98,652,Ministry of Textiles,Handicraft Cluster Development Program - Handicraft Mega Cluster,11.66,0,11.66,20,0,20,30,0,30,40,0,40
Demand No. 98,653,Ministry of Textiles,Other Handicraft schemes,72.1,0,72.1,0,0,0,0,0,0,0,0,0
Demand No. 98,654,Ministry of Textiles,Integrated Wool Development Programme,6.25,0,6.25,15,0,15,15,0,15,27.11,0,27.11
Demand No. 98,655,Ministry of Textiles,Central Silk Board,854.08,0,854.08,875,0,875,875,0,875,917.77,0,917.77
Demand No. 98,656,Ministry of Textiles,Scheme for Development of Jute Sector,36,0,36,70,0,70,30,0,30,100,0,100
Demand No. 98,657,Ministry of Textiles,Subsidy to Jute Corporation of India towards market operation,49.29,0,49.29,45,0,45,32.2,0,32.2,42,0,42
Demand No. 98,658,Ministry of Textiles,"Others (IJIRA, COP JC)",1.65,0,1.65,0,0,0,0,0,0,0,0,0
Demand No. 98,659,Ministry of Textiles,Power Tex India,29.14,0.47,29.61,0,0,0,0,0,0,0,0,0
Demand No. 98,660,Ministry of Textiles,Comprehensive Powerloom Cluster Development Program - Powerloom Mega Cluster,6.8,0,6.8,0,0,0,0,0,0,0,0,0
Demand No. 98,661,Ministry of Textiles,Integrated Processing Development Scheme,41.26,0,41.26,70,0,70,31.2,0,31.2,60,0,60
Demand No. 98,662,Ministry of Textiles,Scheme for Integrated Textile Parks (SITP),55,0,55,0,0,0,0,0,0,0,0,0
Demand No. 98,663,Ministry of Textiles,Assistant to Textile Committee,25,0,25,25,0,25,59.79,0,59.79,0,0,0
Demand No. 98,664,Ministry of Textiles,Export Promotion Studies,1.73,0,1.73,0,0,0,0,0,0,0,0,0
Demand No. 98,665,Ministry of Textiles,Production Linked Incentive (PLI) Scheme for Textiles,0,0,0,15,0,15,7.5,0,7.5,5,0,5
Demand No. 98,666,Ministry of Textiles,"Others (TRAs, COP)",16.26,0,16.26,0,0,0,0,0,0,0,0,0
Demand No. 98,667,Ministry of Textiles,Integrated Scheme for Skill Development,59.76,0,59.76,100,0,100,25,0,25,115,0,115
Demand No. 98,668,Ministry of Textiles,R and D Textiles,6,0,6,10,0,10,10,0,10,0.02,0,0.02
Demand No. 98,669,Ministry of Textiles,National Institute of Fashion Technology (NIFT),90,0,90,120,0,120,24.1,0,24.1,0,0,0
Demand No. 98,670,Ministry of Textiles,Technology Mission on Technical Textile,85.69,0,85.69,0,0,0,0,0,0,0,0,0
Demand No. 98,671,Ministry of Textiles,National Technical Textiles Mission.,0,0,0,100,0,100,37,0,37,450,0,450
Demand No. 98,672,Ministry of Textiles,Textile Cluster Development Scheme,0,0,0,133.83,0,133.83,88,0,88,141.54,0,141.54
Demand No. 98,673,Ministry of Textiles,NER Textiles Promotion Scheme,13.6,0,13.6,0,0,0,0,0,0,0,0,0
Demand No. 98,674,Ministry of Textiles,Scheme for Usage of Geotextiles in North East,0,0,0,0,0,0,3.9,0,3.9,0,0,0
Demand No. 98,675,Ministry of Textiles,PM - MITRA,0,0,0,15,0,15,3.5,0,3.5,200,0,200
Demand No. 98,676,Ministry of Textiles,"Scheme for Protection of the Handlooms and Implementation of the Handlooms (Reservation of Articles for Production) Act, 1985",0,0,0,5,0,5,5,0,5,7,0,7
Demand No. 98,677,Ministry of Textiles,Raw Material Supply Scheme,0,0,0,105,0,105,130,0,130,160,0,160
Demand No. 99,678,Ministry of Tourism,Integrated Development of Tourist Circuits around specific themes (Swadesh Darshan),261.36,0,261.36,1181.3,0,1181.3,600,0,600,1412,0,1412
Demand No. 99,679,Ministry of Tourism,Development of Iconic Tourist Destinations,0,0,0,130,0,130,0,0,0,0,0,0
Demand No. 99,680,Ministry of Tourism,"Pilgrimage Rejuvenation and Spiritual, Heritage Augmentation Drive (PRASHAD)",150,0,150,235,0,235,234,0,234,250,0,250
Demand No. 99,681,Ministry of Tourism,Other Support to Tourist Infrastructure,130.94,0,130.94,191.54,0,191.54,187.26,0,187.26,0,0,0
Demand No. 99,682,Ministry of Tourism,Loan Guarantee Scheme for the Covid affected Tourism Service Sector,0,0,0,12.5,0,12.5,1.6,0,1.6,1,0,1
Demand No. 99,683,Ministry of Tourism,Assistance to Central Agencies for Tourism Infrastructure Development,0,0,0,0,0,0,0,0,0,80,0,80
Demand No. 99,684,Ministry of Tourism,Champion Services Sector Scheme,0,0,0,0,0,0,0,0,0,196.22,0,196.22
Demand No. 99,685,Ministry of Tourism,Overseas Promotion and Publicity including Market Development Assistance,9.42,0,9.42,341,0,341,60,0,60,167,0,167
Demand No. 99,686,Ministry of Tourism,Domestic Promotion and Publicity including Market Development Assistance,40,0,40,75,0,75,60,0,60,75,0,75
Demand No. 99,687,Ministry of Tourism,Assistance to IHMS/FCIs/IITTM/NIWS,73.9,0,73.9,70,0,70,50,0,50,70,0,70
Demand No. 99,688,Ministry of Tourism,Capacity Building for Service Providers,21.22,0,21.22,34,0,34,25,0,25,35,0,35
Demand No. 100,689,Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher Education of ST Students,119.98,0,119.98,0,0,0,0,0,0,0,0,0
Demand No. 100,690,Ministry of Tribal Affairs,Scholarship to the ST Students for Studies Abroad,4.95,0,4.95,0,0,0,0,0,0,0,0,0
Demand No. 100,691,Ministry of Tribal Affairs,Institutional Support for Development and Marketing of Tribal Products (TRIFED etc.),113.06,0,113.06,0,0,0,0,0,0,0,0,0
Demand No. 100,692,Ministry of Tribal Affairs,Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes,89.43,0,89.43,0,0,0,0,0,0,0,0,0
Demand No. 100,693,Ministry of Tribal Affairs,Eklavya Model Residential School (EMRS),1057.74,0,1057.74,0,0,0,0,0,0,0,0,0
Demand No. 100,694,Ministry of Tribal Affairs,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region,36,0,36,0,0,0,0,0,0,0,0,0
Demand No. 100,695,Ministry of Tribal Affairs,Aid to Voluntary Organizations working for the welfare of Scheduled Tribes,0,0,0,110,0,110,110,0,110,0,0,0
Demand No. 100,696,Ministry of Tribal Affairs,Venture Capital Fund for Scheduled Tribes.,0,0,0,NA,50,50,0,20,20,0,0,0
Demand No. 100,697,Ministry of Tribal Affairs,Pradhan Mantri Jan Jatiya Vikas Mission (PMJVM),0,0,0,499,0,499,140.27,0,140.27,0,0,0
Demand No. 100,698,Ministry of Tribal Affairs,"Tribal Research Information, Education, Communication and Events (TRI-ECE)",0,0,0,15,0,15,18,0,18,0,0,0
Demand No. 100,699,Ministry of Tribal Affairs,"Monitoring, Evaluation, Survey, Social Audit (MESSA)",0,0,0,15,0,15,15,0,15,0,0,0
Demand No. 100,700,Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher Education of ST Students.,0,0,0,145,0,145,140,0,140,0,0,0
Demand No. 100,701,Ministry of Tribal Affairs,National Overseas Scholarship Scheme,0,0,0,4,0,4,4,0,4,0,0,0
Demand No. 100,702,Ministry of Tribal Affairs,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region.,0,0,0,107.53,0,107.53,0.01,0,0.01,20,0,20
Demand No. 100,703,Ministry of Tribal Affairs,Eklavya Model Residential Schools (EMRS),0,0,0,2000,0,2000,2000,0,2000,5943,0,5943
Demand No. 100,704,Ministry of Tribal Affairs,National Tribal Welfare Program,0,0,0,0,0,0,0,0,0,625.49,30,655.49
Demand No. 102,705,Ministry of Youth Affairs and Sports,National Service Scheme,170.64,0,170.64,283.5,0,283.5,214.12,0,214.12,324.61,0.39,325
Demand No. 102,706,Ministry of Youth Affairs and Sports,National Young Leaders Programme,4.66,0,4.66,12,0,12,12,0,12,0,0,0
Demand No. 102,707,Ministry of Youth Affairs and Sports,National Programme for Youth and Adolescent Development,14.9,0,14.9,22,0,22,26.35,0,26.35,0,0,0
Demand No. 102,708,Ministry of Youth Affairs and Sports,National Youth Corps,51.45,0,51.45,75,0,75,75,0,75,0,0,0
Demand No. 102,709,Ministry of Youth Affairs and Sports,International Cooperation,8.89,0,8.89,20,0,20,20,0,20,0,0,0
Demand No. 102,710,Ministry of Youth Affairs and Sports,Scouting and Guiding,0.38,0,0.38,1.5,0,1.5,0.75,0,0.75,0,0,0
Demand No. 102,711,Ministry of Youth Affairs and Sports,Youth Hostel,1.49,0.5,1.99,2.18,5.32,7.5,1.9,2,3.9,0,0,0
Demand No. 102,712,Ministry of Youth Affairs and Sports,Rashtriya Yuva Sashaktikaran Karyakaram,0,0,0,0,0,0,0,0,0,135.51,5,140.51
Demand No. 102,713,Ministry of Youth Affairs and Sports,Assistance to Promotion of Sports Excellence,112.89,0,112.89,284,0,284,284,0,284,0,0,0
Demand No. 102,714,Ministry of Youth Affairs and Sports,Incentive to Sports Persons,48.24,0,48.24,55,0,55,55,0,55,45,0,45
Demand No. 102,715,Ministry of Youth Affairs and Sports,National Sports Development Fund,5,0,5,16,0,16,16,0,16,15,0,15
Demand No. 102,716,Ministry of Youth Affairs and Sports,National Welfare Fund for Sports Persons,0,0,0,2,0,2,2,0,2,2,0,2
Demand No. 102,717,Ministry of Youth Affairs and Sports,Assistance to National Sports Federations,0,0,0,0,0,0,0,0,0,325,0,325
Demand No. 102,718,Ministry of Youth Affairs and Sports,Scheme of Human Resource Development in Sports,0,0,0,0,0,0,0,0,0,3,0,3
Demand No. 102,719,Ministry of Youth Affairs and Sports,National Centre of Sports Science & Research,0,0,0,0,0,0,0,0,0,13,0,13
Demand No. 102,720,Ministry of Youth Affairs and Sports,Khelo India,764.28,0,764.28,974,0,974,600,0,600,1000,0,1000
Demand No. 102,721,Ministry of Youth Affairs and Sports,Enhancement of Sports Facility at J& K,15,0,15,50,0,50,5,0,5,15,0,15
Demand No. 102,722,Ministry of Youth Affairs and Sports,Commonwealth Games,59.67,0,59.67,30,0,30,1,0,1,30,0,30
